Tabel 1;;;;;
Gemiddeld persoonlijk inkomen per inwoner particulier huishouden, het percentage particuliere huishoudens behorende tot de 40% huishoudens met het laagste besteedbaar;;;;;
inkomen van de landelijke inkomensverdeling en het percentage particuliere huishoudens behorende tot de 20% huishoudens met het hoogste besteedbaar inkomen van de ;;;;;
landelijke inkomensverdeling naar gemeente en wijk, 2020;;;;;
;;;Gemiddeld;40% huishoudens;20% huishoudens
;;;persoonlijk ;met laagste;met hoogste
;;;inkomen;besteedbaar;besteedbaar
;;;per inwoner;inkomen;inkomen
Gemeentelijke indeling van 2023;;;;;
Gemeentecode;Wijkcode;Regionaam;;;
;;;;;
;;;x 1000 euro;%;
;;;;;
GM1926;Totaal;Pijnacker-Nootdorp;31,5;24,1;35,5
;WK192601;Pijnacker;30,7;24,8;32,7
;WK192602;Nootdorp;32,4;22,5;38,0
;WK192603;Delfgauw;32,1;25,4;39,5
GM1930;Totaal;Nissewaard;27,7;36,8;19,0
;WK193001;Centrum;27,1;54,1;10,4
;WK193002;Schiekamp;26,2;45,3;9,4
;WK193003;Hoogwerf;24,5;47,4;9,9
;WK193004;Vierambachten;31,6;36,3;27,9
;WK193005;De Hoek;21,9;42,3;10,6
;WK193006;Gildenwijk;22,3;52,3;9,2
;WK193007;Groenewoud;24,6;52,0;12,3
;WK193008;Sterrenkwartier;25,6;43,3;14,8
;WK193009;Schenkel;29,6;34,3;19,4
;WK193010;De Elementen;33,6;25,5;31,4
;WK193011;Vogelenzang;26,9;39,1;16,3
;WK193012;De Akkers;22,9;45,4;11,4
;WK193013;Vriesland;25,1;34,4;17,0
;WK193014;Waterland;26,4;26,2;19,0
;WK193015;Maaswijk;32,7;21,5;34,4
;WK193016;Halfweg;.;.;.
;WK193017;Buitengebied;30,9;.;.
;WK193025;Heenvliet;31,2;22,0;25,7
;WK193027;Geervliet;31,2;31,6;23,0
;WK193029;Abbenbroek;32,1;24,5;29,0
;WK193031;Zuidland;30,9;25,9;28,9
;WK193033;Simonshaven;34,2;32,6;26,4
;WK193050;Hekelingen;32,4;24,6;33,7
GM1931;Totaal;Krimpenerwaard;27,8;32,5;24,5
;WK193100;Wijk 00 Lekkerkerk;28,0;33,1;22,6
;WK193101;Wijk 01 Krimpen aan de Lek;28,1;35,3;21,2
;WK193102;Wijk 02 Ouderkerk aan den IJssel;27,3;26,4;27,9
;WK193103;Wijk 03 Gouderak;26,7;32,9;23,3
;WK193104;Wijk 04 Bergambacht;27,1;34,9;24,6
;WK193105;Wijk 05 Bergstoep;31,3;21,1;32,3
;WK193106;Wijk 06 Ammerstol;28,0;35,5;22,5
;WK193107;Wijk 07 Berkenwoude;27,9;20,5;37,3
;WK193108;Wijk 08 Haastrecht;29,2;30,7;27,5
;WK193110;Wijk 10 Stolwijk;27,7;29,2;28,6
;WK193111;Wijk 11 Vlist;27,1;30,9;30,1
;WK193112;Wijk 12 Schoonhoven;27,4;36,2;21,6
GM1940;Totaal;De Fryske Marren;25,6;35,4;19,3
;WK194001;Wijk 01 Akmarijp;24,6;.;.
;WK194002;Wijk 02 Bakhuizen;23,3;36,9;12,5
;WK194003;Wijk 03 Balk;23,3;44,1;14,4
;WK194004;Wijk 04 Bantega;25,2;24,5;29,0
;WK194005;Wijk 05 Boornzwaag;32,5;.;.
;WK194006;Wijk 06 Broek;34,6;.;.
;WK194007;Wijk 07 Delfstrahuizen;28,7;30,5;25,1
;WK194008;Wijk 08 Dijken;.;.;.
;WK194009;Wijk 09 Doniaga;.;.;.
;WK194010;Wijk 10 Echten;25,9;32,7;23,4
;WK194011;Wijk 11 Echtenerbrug;24,4;37,6;18,7
;WK194012;Wijk 12 Eesterga;.;.;.
;WK194013;Wijk 13 Elahuizen;32,8;22,8;35,2
;WK194014;Wijk 14 Follega;24,8;.;.
;WK194015;Wijk 15 Goingarijp;36,4;18,1;31,9
;WK194016;Wijk 16 Harich;28,4;19,2;34,6
;WK194017;Wijk 17 Haskerhorne;24,1;20,1;31,4
;WK194018;Wijk 18 Idskenhuizen;23,5;31,8;19,5
;WK194019;Wijk 19 Joure;25,6;39,0;16,6
;WK194020;Wijk 20 Kolderwolde;.;.;.
;WK194021;Wijk 21 Langweer;26,6;30,9;18,2
;WK194022;Wijk 22 Legemeer;.;.;.
;WK194023;Wijk 23 Lemmer;26,1;39,4;17,6
;WK194024;Wijk 24 Mirns;24,2;.;.
;WK194025;Wijk 25 Nijehaske;.;.;.
;WK194026;Wijk 26 Nijemirdum;26,7;27,5;26,1
;WK194027;Wijk 27 Oldeouwer;.;.;.
;WK194028;Wijk 28 Oosterzee;23,5;30,8;17,8
;WK194029;Wijk 29 Oudega;26,9;25,2;26,2
;WK194030;Wijk 30 Oudehaske;26,3;25,3;25,0
;WK194031;Wijk 31 Oudemirdum;24,8;31,8;19,5
;WK194032;Wijk 32 Ouwsterhaule;23,7;27,5;17,4
;WK194033;Wijk 33 Ouwster-Nijega;.;.;.
;WK194034;Wijk 34 Rijs;29,0;.;.
;WK194035;Wijk 35 Rohel;24,5;.;.
;WK194036;Wijk 36 Rotstergaast;26,0;.;.
;WK194037;Wijk 37 Rotsterhaule;25,1;27,7;22,8
;WK194038;Wijk 38 Rottum;25,5;24,2;23,2
;WK194039;Wijk 39 Ruigahuizen;34,5;.;.
;WK194040;Wijk 40 Scharsterbrug;24,0;28,0;23,4
;WK194041;Wijk 41 Sint Nicolaasga;24,7;36,5;18,6
;WK194042;Wijk 42 Sinjohannesga;24,4;26,4;22,0
;WK194043;Wijk 43 Sloten;26,7;33,2;16,2
;WK194044;Wijk 44 Snikzwaag;.;.;.
;WK194045;Wijk 45 Sondel;24,9;25,9;24,7
;WK194046;Wijk 46 Terherne;32,1;35,7;22,5
;WK194047;Wijk 47 Terkaple;28,6;.;.
;WK194048;Wijk 48 Teroele;.;.;.
;WK194049;Wijk 49 Tjerkgaast;26,5;23,8;33,1
;WK194050;Wijk 50 Vegelinsoord;24,5;23,9;25,2
;WK194051;Wijk 51 Wijckel;25,6;34,8;24,0
GM1942;Totaal;Gooise Meren;38,2;33,2;31,8
;WK194200;Bussum Centrum;32,3;42,7;20,2
;WK194201;Brediuskwartier;54,8;22,9;52,9
;WK194202;Eng;31,3;38,0;24,4
;WK194203;Spiegel;52,9;26,5;46,6
;WK194204;Muiden;34,5;28,6;33,8
;WK194205;Naarden;40,2;28,1;37,2
GM1945;Totaal;Berg en Dal;27,3;39,3;20,1
;WK194500;Beek;29,8;40,1;22,2
;WK194501;Berg en Dal;32,2;41,7;22,5
;WK194502;Breedeweg;26,1;36,2;20,5
;WK194503;De Horst;27,0;25,7;31,3
;WK194504;Erlecom;33,4;.;.
;WK194505;Groesbeek;25,9;42,3;17,3
;WK194506;Heilig Landstichting;46,1;16,1;54,5
;WK194507;Kekerdom;29,5;35,8;20,4
;WK194508;Leuth;24,3;40,9;15,9
;WK194509;Millingen aan de Rijn;25,0;38,3;17,3
;WK194510;Ooij;26,5;37,6;19,4
;WK194511;Persingen;.;.;.
;WK194512;Ubbergen;32,1;46,5;22,3
GM1948;Totaal;Meierijstad;27,5;31,4;23,4
;WK194801;Erp;26,9;26,9;28,5
;WK194802;Schijndel;27,2;34,2;21,9
;WK194803;Sint-Oedenrode;28,0;30,0;25,4
;WK194804;Veghel;27,6;31,0;22,3
GM1949;Totaal;Waadhoeke;24,1;39,4;15,4
;WK194915;Achlum;24,9;37,7;15,3
;WK194916;St.-Annaparochie;22,4;46,9;12,8
;WK194917;Baaium;25,7;.;.
;WK194918;Berltsum;22,9;41,4;14,4
;WK194919;Bitgum;23,9;35,0;19,0
;WK194920;Bitgummole;24,0;30,2;15,9
;WK194921;Blessum;.;.;.
;WK194922;Boer;.;.;.
;WK194923;Boksum;26,8;33,5;20,8
;WK194924;Deinum;27,1;24,3;25,7
;WK194925;Dongjum;21,8;41,7;8,9
;WK194926;Dronryp;25,8;32,4;20,4
;WK194927;Firdgum;.;.;.
;WK194928;Franeker;24,5;41,7;14,0
;WK194929;Herbaijum;25,6;34,5;20,4
;WK194930;Hitzum;24,1;42,7;13,6
;WK194931;Ingelum;24,8;27,3;21,4
;WK194932;St.-Jacobiparochie;22,2;45,6;11,2
;WK194933;Klooster Lidlum;.;.;.
;WK194934;Marsum;23,9;42,4;14,6
;WK194935;Menaam;24,9;33,8;17,4
;WK194936;Minnertsga;23,6;38,4;14,4
;WK194937;Nij Altoenae;22,0;42,1;18,8
;WK194938;Oosterbierum;22,9;41,0;11,9
;WK194939;Oudebildtzijl;23,0;38,4;12,1
;WK194940;Peins;25,3;28,8;24,3
;WK194941;Pietersbierum;25,6;.;.
;WK194942;Ried;23,9;35,0;14,2
;WK194943;Schalsum;23,8;.;.
;WK194944;Sexbierum;22,2;44,4;13,5
;WK194945;Skingen;24,8;.;.
;WK194946;Slappeterp;.;.;.
;WK194947;Spannum;25,3;33,0;23,2
;WK194948;Tzum;23,8;39,5;16,2
;WK194949;Tzummarum;23,5;42,0;14,7
;WK194950;Vrouwenparochie;22,8;37,6;15,0
;WK194951;Westhoek;25,3;40,5;16,5
;WK194952;Wier;27,2;.;.
;WK194953;Winsum;24,8;36,2;16,5
;WK194954;Wjelsryp;24,6;29,1;17,6
;WK194955;Zweins;26,3;.;.
GM1950;Totaal;Westerwolde;23,2;41,8;13,6
;WK195000;Wijk 00 Bellingwolde;23,4;42,1;11,7
;WK195001;Wijk 01 Oost;24,6;40,9;14,6
;WK195002;Wijk 02 Blijham;24,9;39,6;15,4
;WK195003;Wijk 03 Sellingen;24,1;35,8;15,6
;WK195004;Wijk 04 Vlagtwedde;23,7;46,4;14,0
;WK195005;Wijk 05 Bourtange;23,4;42,0;12,3
;WK195006;Wijk 06 Sellingerbeetse;.;32,9;14,3
;WK195007;Wijk 07 Ter Apel;23,1;43,9;12,3
;WK195008;Wijk 08 Ter Wisch;29,1;30,0;26,2
;WK195009;Wijk 09 de Maten;25,7;.;.
GM1952;Totaal;Midden-Groningen;24,1;43,4;13,9
;WK195201;Foxham en Hoogezand-Noord;22,7;58,6;7,3
;WK195202;Hoogezand-Zuid;19,0;58,1;5,7
;WK195203;Kalkwijk;27,9;22,6;21,3
;WK195204;Sappemeer;23,2;42,4;12,1
;WK195205;Kiel-Windeweer;28,4;26,2;23,8
;WK195206;Kropswolde;36,8;18,6;36,9
;WK195207;Foxhol;22,2;50,8;7,8
;WK195208;Westerbroek en Waterhuizen;26,4;37,9;16,7
;WK195209;Harkstede, Scharmer en Woudbloem;28,9;27,7;28,6
;WK195210;Kolham;25,3;32,3;15,1
;WK195211;Froombosch;26,7;27,3;19,4
;WK195212;Slochteren;24,6;43,8;13,8
;WK195213;Schildwolde;24,2;31,5;20,3
;WK195214;Hellum;28,3;28,9;27,2
;WK195215;Siddeburen;24,3;40,1;17,0
;WK195216;Eemskanaal-Zuid;28,7;34,6;24,7
;WK195217;Tjuchem en Steendam;30,7;27,8;23,4
;WK195218;Muntendam;23,3;45,0;11,7
;WK195219;Noordbroek;24,5;38,6;16,4
;WK195220;Zuidbroek;25,6;34,5;16,9
;WK195221;Meeden;26,7;32,9;16,5
GM1954;Totaal;Beekdaelen;28,3;34,4;21,0
;WK195400;Wijk 00 Onderbanken;26,4;36,4;18,4
;WK195401;Wijk 01 Nuth;26,4;45,5;15,0
;WK195402;Wijk 02 Wijnandsrade;31,3;31,0;22,4
;WK195403;Wijk 03 Hulsberg;29,8;28,3;23,1
;WK195404;Wijk 04 Schimmert;30,9;24,2;30,3
;WK195405;Wijk 05;29,7;30,5;24,4
;WK195406;Wijk 06 Amstenrade - Oirsbeek;28,3;32,9;21,4
GM1955;Totaal;Montferland;25,7;35,9;18,8
;WK195500;Wijk 00 's-Heerenberg;25,2;39,6;16,0
;WK195501;Wijk 01 Brakel;27,0;28,4;25,2
;WK195502;Wijk 02 Didam;25,8;34,4;19,8
GM1959;Totaal;Altena;26,9;31,1;25,0
;WK195901;Werkendam;25,3;33,3;23,2
;WK195902;Sleeuwijk;29,6;25,4;29,3
;WK195903;Nieuwendijk;26,9;34,3;21,6
;WK195904;Hank;26,6;33,1;21,7
;WK195905;Dussen;27,8;32,5;24,6
;WK195906;Woudrichem;28,5;31,0;23,2
;WK195907;Rijswijk (NB);26,1;33,7;25,1
;WK195908;Uitwijk;28,5;22,6;33,1
;WK195909;Waardhuizen;26,5;19,6;29,4
;WK195910;Giessen;24,4;34,2;21,8
;WK195911;Andel;26,1;27,9;25,4
;WK195912;Almkerk;28,5;31,3;27,0
;WK195913;Veen;25,7;33,0;24,1
;WK195914;Wijk en Aalburg;26,3;30,9;27,1
;WK195915;Babyloniënbroek;26,6;19,5;29,9
;WK195916;Meeuwen;27,5;24,6;28,6
;WK195917;Eethen;27,5;27,6;24,8
;WK195918;Drongelen;29,1;26,3;31,7
;WK195919;Genderen;26,4;28,0;28,6
GM1960;Totaal;West Betuwe;28,5;28,0;28,1
;WK196000;Geldermalsen;27,2;32,7;22,7
;WK196001;Deil;31,5;26,4;33,1
;WK196002;Beesd;29,5;29,2;29,7
;WK196003;Buurmalsen;28,0;25,5;29,5
;WK196004;Meteren;30,2;17,5;34,5
;WK196005;Haaften;27,8;29,6;27,4
;WK196006;Waardenburg en Opijnen;27,5;26,5;31,5
;WK196007;Varik en Ophemert;30,3;24,9;30,4
;WK196008;Asperen;27,0;29,0;25,2
;WK196009;Heukelum;29,0;27,4;26,8
;WK196010;Vuren;27,5;29,8;24,1
;WK196011;Herwijnen;28,4;28,2;30,1
GM1961;Totaal;Vijfheerenlanden;27,0;32,8;23,8
;WK196101;Tienhoven aan de Lek;26,6;.;.
;WK196102;Tienhoven aan de Lek buitengebied;28,1;13,9;39,2
;WK196103;Ameide;27,0;32,0;21,1
;WK196104;Ameide buitengebied;27,2;.;.
;WK196105;Meerkerk;26,9;27,9;25,4
;WK196106;Meerkerk buitengebied;28,7;27,2;35,4
;WK196107;Lexmond;28,5;33,5;26,9
;WK196108;Lexmond buitengebied;30,3;24,1;39,0
;WK196109;Nieuwland;25,6;30,4;24,9
;WK196110;Nieuwland buitengebied;28,0;20,1;45,9
;WK196111;Leerbroek;24,2;29,3;28,1
;WK196112;Leerbroek buitengebied;26,4;16,1;44,6
;WK196113;Kedichem;29,4;28,2;25,2
;WK196114;Kedichem buitengebied;32,8;15,1;42,5
;WK196115;Hei- en Boeicop;28,8;25,0;30,3
;WK196116;Hei- en Boeicop buitengebied;29,9;17,5;36,0
;WK196117;Oosterwijk;26,7;.;.
;WK196118;Amaliastein;30,1;20,1;30,9
;WK196119;Monnikenhof;26,7;27,9;22,6
;WK196120;Vianen bedrijventerrein;.;.;.
;WK196121;Vianen centrum;30,7;33,0;25,7
;WK196122;De Hagen;22,8;49,0;10,2
;WK196123;Vianen buitengebied;36,3;.;.
;WK196124;Leerdam-West;21,6;49,9;12,6
;WK196125;Leerdam-Noord;25,9;30,2;23,3
;WK196126;Leerdam centrum;27,9;43,0;10,5
;WK196127;Leerdam-Oost;28,6;33,1;24,5
;WK196128;Nieuw Schaik;29,0;.;.
;WK196129;Leerdam buitengebied;31,6;16,1;46,8
;WK196130;Schoonrewoerd;26,1;28,4;26,4
;WK196131;Schoonrewoerd buitengebied;29,4;19,6;47,0
;WK196132;Zijderveld;27,1;26,3;26,3
;WK196133;Zijderveld buitengebied;35,6;.;.
;WK196134;Hagestein;33,1;21,7;39,0
;WK196135;Hagestein buitengebied;30,8;19,7;40,1
;WK196136;Hoef en Haag;30,6;16,4;37,8
;WK196137;Everdingen;27,8;22,9;25,1
;WK196138;Everdingen buitengebied;32,4;15,5;51,4
;WK196139;Ossenwaard;.;.;.
GM1963;Totaal;Hoeksche Waard;29,6;28,9;26,0
;WK196300;Oud-Beijerland;29,3;29,4;26,2
;WK196301;Heinenoord;31,0;27,0;28,2
;WK196302;Mijnsheerenland;34,2;22,0;35,7
;WK196303;Westmaas;31,7;24,9;25,7
;WK196304;Puttershoek;28,3;32,8;21,3
;WK196305;Maasdam;32,2;25,5;28,8
;WK196306;'s-Gravendeel;27,6;33,3;21,6
;WK196307;Strijen;29,2;30,1;24,4
;WK196308;Klaaswaal;30,1;24,6;28,5
;WK196309;Numansdorp;31,1;29,7;27,3
;WK196310;Zuid-Beijerland;29,9;30,0;23,7
;WK196311;Goudswaard;27,9;28,0;24,5
;WK196312;Piershil;27,7;29,2;23,9
;WK196313;Nieuw-Beijerland;27,2;22,6;30,1
GM1966;Totaal;Het Hogeland;24,1;41,0;14,8
;WK196601;Ulrum;23,2;44,9;11,3
;WK196602;Leens;23,8;45,4;13,6
;WK196603;Kloosterburen;23,2;41,7;13,1
;WK196604;Oude Land;25,0;42,3;12,4
;WK196605;Sauwerd;25,9;33,5;20,9
;WK196606;Winsum;25,3;35,3;18,6
;WK196607;Baflo;24,6;43,8;14,4
;WK196608;Bedum;25,1;33,6;17,2
;WK196609;Warffum;24,3;44,4;12,6
;WK196610;Kantens;23,4;37,4;17,6
;WK196611;Usquert;24,3;42,7;13,2
;WK196612;Uithuizen;21,4;54,1;10,2
;WK196613;Uithuizermeeden;22,5;41,9;13,7
;WK196614;Eemshavengebied;.;.;.
GM1969;Totaal;Westerkwartier;25,3;33,5;20,0
;WK196900;Wijk 00 Grootegast;23,0;38,4;17,6
;WK196901;Wijk 01 Lutjegast;23,7;29,5;21,9
;WK196902;Wijk 02 Opende;23,8;32,3;20,4
;WK196903;Wijk 03 Oldekerk;24,5;29,2;18,6
;WK196904;Wijk 04 Leek;24,8;38,6;16,3
;WK196905;Wijk 05 Zevenhuizen;26,0;29,0;23,1
;WK196906;Wijk 06 Tolbert;25,5;35,8;18,1
;WK196907;Wijk 07 Midwolde;33,3;19,6;26,4
;WK196908;Wijk 08 Lettelbert;29,1;.;.
;WK196909;Wijk 09 Oostwold;27,4;31,5;23,5
;WK196910;Wijk 10 Enumatil;23,9;34,8;16,7
;WK196911;Wijk 11 Marum;26,1;32,5;20,9
;WK196912;Wijk 12 De Wilp;25,3;33,8;21,3
;WK196913;Wijk 13;27,0;40,6;17,5
;WK196914;Wijk 14;26,7;26,0;25,3
;WK196915;Wijk 15;24,7;37,4;18,3
;WK196916;Wijk 16;24,0;32,2;18,9
;WK196917;Wijk 17;25,8;33,8;19,9
GM1970;Totaal;Noardeast-Fryslân;22,5;41,3;14,4
;WK197000;Dokkum;22,8;46,3;12,7
;WK197001;Metslawier;23,0;33,5;18,5
;WK197002;Ee - Zuidoost;21,7;38,6;13,8
;WK197003;Anjum - Noordoost;22,2;40,2;15,1
;WK197004;Oosternijkerk - Noordwest;22,5;35,9;18,8
;WK197005;Ternaard;22,0;43,8;12,0
;WK197006;Holwerd;21,4;42,7;12,4
;WK197007;Hantum;22,4;35,3;16,3
;WK197008;Wijk 08 Bouwstreek;21,5;42,4;13,1
;WK197009;Wijk 09 Zuidwest;23,2;36,2;16,1
;WK197010;Wijk 10;23,8;33,3;18,5
;WK197011;Wijk 11 Kollum;22,5;43,2;13,9
;WK197012;Wijk 12 Oost;23,2;39,5;16,0
;WK197013;Wijk 13 Noordwest;23,3;28,7;19,9
;WK197014;Wijk 14 Zuidwest;21,8;37,3;16,1
GM1978;Totaal;Molenlanden;27,3;28,1;28,6
;WK197801;Wijk01-Arkel;26,6;34,7;21,3
;WK197802;Wijk02-Bleskensgraaf ca;26,6;27,3;29,6
;WK197803;Wijk03-Brandwijk;27,5;27,3;32,0
;WK197804;Wijk04-Giessenburg;29,5;22,2;32,7
;WK197805;Wijk05-Goudriaan;27,9;24,5;33,8
;WK197806;Wijk06-Groot-Ammers;27,7;27,9;27,5
;WK197807;Wijk07-Hoogblokland;29,9;23,7;29,7
;WK197808;Wijk08-Hoornaar;28,7;24,6;31,4
;WK197809;Wijk09-Kinderdijk;28,0;23,8;25,9
;WK197810;Wijk10-Langerak;26,3;30,1;27,8
;WK197811;Wijk11-Molenaarsgraaf;26,7;24,8;32,1
;WK197812;Wijk12-Nieuw-Lekkerland;23,7;32,7;23,8
;WK197813;Wijk13-Nieuwpoort;28,5;40,2;19,3
;WK197814;Wijk14-Noordeloos;29,2;25,2;33,0
;WK197815;Wijk15-Ottoland;28,7;25,1;38,5
;WK197816;Wijk16-Oud-Alblas;30,4;22,0;39,6
;WK197817;Wijk17-Schelluinen;29,6;22,7;28,7
;WK197818;Wijk18-Streefkerk;27,2;30,4;31,1
;WK197819;Wijk19-Waal;29,2;.;.
;WK197820;Wijk20-Wijngaarden;28,3;21,8;36,4
GM1979;Totaal;Eemsdelta;24,0;45,6;12,5
;WK197901;Delfzijl-Centrum;24,1;74,0;4,4
;WK197902;West;25,5;44,8;10,1
;WK197903;Farmsum;25,4;47,3;14,1
;WK197904;Tuikwerd;22,0;47,2;11,5
;WK197905;Fivelzigt;27,8;21,4;20,0
;WK197906;Noord;19,9;60,2;6,0
;WK197907;Buitengebied Noord-Bierum;25,4;32,4;17,4
;WK197908;Oosterhorn;.;.;.
;WK197909;Buitengebied Zuid-Termunten;25,3;36,3;14,8
;WK197910;Tussengebied;.;.;.
;WK197911;Appingedam-Centrum;25,1;59,8;9,5
;WK197912;Appingedam-Oost;20,6;56,3;7,1
;WK197913;Appingedam-West;26,7;30,4;19,9
;WK197914;Buitengebied Noord-Appingedam;23,7;.;.
;WK197915;Buitengebied Zuid-Appingedam;32,5;.;.
;WK197916;Buitengebied Noord-Loppersum;25,5;39,0;17,2
;WK197917;Buitengebied Noord-Stedum;26,4;33,4;15,7
;WK197918;Buitengebied Noord-Middelstum;23,3;43,7;14,4
;WK197919;Buitengebied Noord-'t Zandt;24,9;35,8;16,0
GM1980;Totaal;Dijk en Waard;27,0;29,7;22,6
;WK198001;Oudkarspel;28,1;27,8;26,2
;WK198002;Noord-Scharwoude;25,4;36,1;17,0
;WK198003;Zuid-Scharwoude;28,2;26,2;24,7
;WK198004;Broek op Langedijk;28,5;25,2;29,8
;WK198005;Sint-Pancras;28,2;27,0;28,3
;WK198006;Koedijk;29,2;.;.
;WK198010;Schrijverswijk;23,7;38,3;14,6
;WK198011;Schilderswijk;23,8;30,2;15,5
;WK198012;Planetenwijk;24,8;24,4;15,3
;WK198013;Bomen- Recreatiewijk;25,2;35,5;16,1
;WK198014;Heemradenwijk;27,1;32,5;14,7
;WK198015;Edelstenenwijk;26,0;23,2;19,6
;WK198016;Molenwijk;25,1;41,7;13,3
;WK198017;Rivierenwijk;22,5;46,4;8,5
;WK198018;Stadshart;25,9;61,1;4,1
;WK198019;Broekhorn;33,0;12,0;40,5
;WK198020;Bedrijventerrein Heerhugowaard;26,7;.;.
;WK198021;Butterhuizen;28,2;26,0;26,2
;WK198022;Oostertocht;27,8;32,1;23,1
;WK198023;Zuidwijk;26,4;24,7;25,8
;WK198024;Huygenhoek;28,5;17,8;34,4
;WK198025;Stad van de Zon;28,1;21,8;28,9
;WK198026;De Draai;30,2;11,3;36,2
;WK198027;De Noord;28,7;23,4;34,1
;WK198028;t Kruis;30,7;22,8;34,5
GM1982;Totaal;Land van Cuijk;27,0;33,2;22,1
;WK198201;Velp;29,6;24,4;31,8
;WK198202;Grave;26,7;36,2;16,1
;WK198203;Escharen;32,0;22,2;32,0
;WK198204;Gassel;26,9;28,7;24,2
;WK198205;Linden;32,2;23,1;38,9
;WK198206;Katwijk;28,8;26,3;27,5
;WK198207;Beers;29,3;28,1;27,9
;WK198208;Cuijk;25,7;40,0;16,6
;WK198209;Langenboom;27,1;26,7;27,1
;WK198210;Mill;25,6;35,1;22,2
;WK198211;Vianen;28,0;22,3;29,8
;WK198212;Sint Agatha;31,1;22,0;34,6
;WK198213;Haps;27,7;28,4;27,6
;WK198214;Oeffelt;26,7;27,0;24,0
;WK198215;Sint Hubert;27,5;31,0;25,4
;WK198216;Wilbertoord;26,2;23,0;28,7
;WK198217;Wanroij;26,5;29,4;26,4
;WK198218;Rijkevoort;27,4;25,6;26,5
;WK198219;Beugen;28,7;22,8;31,8
;WK198220;Landhorst;27,1;28,3;27,2
;WK198221;Ledeacker;30,3;19,9;33,6
;WK198222;Boxmeer;26,7;39,5;17,6
;WK198223;Sint Anthonis;27,8;32,6;23,6
;WK198224;Sambeek;29,5;21,4;29,4
;WK198225;Oploo;26,9;29,0;30,6
;WK198226;Stevensbeek;28,4;24,8;31,1
;WK198227;Vortum-Mullem;27,5;17,9;40,2
;WK198228;Groeningen;27,3;14,6;29,3
;WK198229;Westerbeek;24,9;22,2;26,3
;WK198230;Overloon;27,6;29,6;25,4
;WK198231;Vierlingsbeek;27,4;28,4;25,5
;WK198232;Holthees;29,0;18,5;31,3
;WK198233;Maashees;29,5;26,8;22,0
GM1991;Totaal;Maashorst;27,2;34,4;22,2
;WK199101;Uden;27,3;37,1;19,6
;WK199102;Volkel;26,1;30,4;26,4
;WK199103;Odiliapeel;26,2;30,4;26,1
;WK199104;Schaijk;27,7;28,5;28,0
;WK199105;Reek;27,4;29,6;27,3
;WK199106;Zeeland;26,9;28,5;26,9
GM1992;Totaal;Voorne aan Zee;31,3;30,7;24,9
;WK199200;Hellevoet;30,1;40,3;17,8
;WK199201;Nieuw-Helvoet;26,1;38,0;17,1
;WK199202;Nieuwenhoorn;32,6;27,2;29,7
;WK199203;De Struyten;27,6;28,3;18,2
;WK199204;De Kooistee;25,6;36,0;15,6
;WK199205;Den Bonsen Hoek;34,1;24,3;32,9
;WK199206;Ravense Hoek;37,3;11,9;47,6
;WK199207;Centrumgebied;26,2;65;3,7
;WK199208;Kickers Bloem;.;.;.
;WK199209;Buitengebied;34;29;32,4
;WK199210;Oudenhoorn;31;30;28,3
;WK199220;Rockanje;33,8;28,3;27,8
;WK199221;Oostvoorne;36,7;27,4;34
;WK199230;Brielle;32,4;30,3;25
;WK199231;Vierpolders;30,9;19,8;31,5
;WK199232;Zwartewaal;32,3;23,1;30,3
;WK199233;Recreatiestrook Brielse Maas;.;.;.
Bron: CBS, Integraal Inkomens- en Vermogenssysteem (IIV);;;;;
